"";"LFD";"KREIS";"GEMEINDE";"Fpl.Nr";"FUNDPLATZU";"HOCH";"RECHTS";"FUNDPLATZN";"Fundart";"FID";"KULTUR";"KAT_NR";"BUNDESLAND";"QUELLE";"FST";"MATERIALUF";"BEMERKUNG";"FPL_Nr";"FUNDPLATZ_";"adm1_code";"wikipedia";"type";"region";"adm0_label";"admin";"gn_id";"region_sub";"wikidataid";"name_de";"name_pl";"LAND";"FLUR";"BESCHREIBU";"MESSTISCHB";"M__NN";"WASSERBEZU";"ALTKREIS";"ENTDECKUNG";"PUBLIKATIO";"ART";"GENAU_AUF";"GRABUNG_TA";"WKT";"layer";"path";"DGM";"EL.closedH";"EL.diverge";"EL.heightA";"EL.heigh_1";"EL.exposit";"EL.reliefU";"EL.relie_1";"EL.relie_2";"EL.terrain";"EL.soilMoi";"EL.slope";"Gefährdun";"Gefährd_1";"Gefährd_2";"Bodenabtra";"Bodenabt_1";"EL.Elevati";"X";"Y"
"482";NA;"Havelland";"Friesack";NA;NA;NA;NA;NA;NA;"33";"FBG";12485;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Friesack 4";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Grabung";"Wetzel/Beran 2023";"Siedlung";50;NA;"Point (333789.95677734 5847278.02956761)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";27,64;NA;5,9219;0,89214;0,89484;234,71721;2;2;2;0,96496;20,83728;0,86811;1;NA;1;NA;2,46738;NA;333789,96;5847278,03
"483";NA;"Havelland";"Friesack";NA;NA;NA;NA;NA;NA;"34";"Guhrau";12485;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Friesack 4";"nein";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Grabung";"Wetzel/Beran 2023";"Siedlung";50;NA;"Point (333789.95677734 5847278.02956761)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";27,64;NA;5,9219;0,89214;0,89484;234,71721;2;2;2;0,96496;20,83728;0,86811;1;NA;1;NA;2,46738;NA;333789,96;5847278,03
"484";NA;"Teltow-Fläming";"Rohrbeck";NA;NA;NA;NA;NA;NA;"36";"SBK";9738;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Rohrbeck 14";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";"Eberhardt 2007";"Einzel-/Lesefunde";0;"nein";"Point (364776 5759049.00000001)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";81,71;NA;6,3971;2,19562;1,18486;98,79862;6;21;NA;0,8912;13,96509;1,09711;0;1;2;3,08299;3,23622;NA;364776;5759049
"485";NA;"Teltow-Fläming";"Jüterbog";NA;NA;NA;NA;NA;NA;"37";"SBK";9659;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Jüterbog 31";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";"Eberhardt 2007";"Einzel-/Lesefunde";0;NA;"Point (366052 5761686)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";81,33;NA;19,12559;5,69285;5,56519;307,38388;6;22;NA;0,80115;10,54571;1,1239;5;0;1;0,64983;0,64497;NA;366052;5761686
"486";NA;"Teltow-Fläming";"Bochow";NA;NA;NA;NA;NA;NA;"38";"Rössener";9574;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Bochow 2";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Grabung";NA;"Einzel-/Lesefunde, Siedlung (Rössen=";0;"evtl? Doku checken";"Point (367350 5758608)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";81,16;NA;1,12794;5,18639;4,96563;343,03342;6;22;NA;0,82931;11,46594;2,16345;5;1;1;4,66365;1,7811;NA;367350;5758608
"487";NA;"Teltow-Fläming";"Bochow";NA;NA;NA;NA;NA;NA;"39";"Guhrau";9574;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Bochow 2";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde, Siedlung (Rössen=";0;"evtl? Doku checken";"Point (367350 5758608)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";81,16;NA;1,12794;5,18639;4,96563;343,03342;6;22;NA;0,82931;11,46594;2,16345;5;1;1;4,66365;1,7811;NA;367350;5758608
"488";NA;"Teltow-Fläming";"Bochow";NA;NA;NA;NA;NA;NA;"40";"SBK";9588;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Bochow 16";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Ausgrabung";"Meyer 2012";"Siedlung, KGA";0;"ja, aber nur eine scherbe";"Point (368196 5758662)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";82,27;NA;6,14411;7,08331;6,41587;328,36575;6;22;NA;0,79727;12,2671;0,92466;3;1;2;3,99386;3,26762;NA;368196;5758662
"489";NA;"Teltow-Fläming";"Bochow";NA;NA;NA;NA;NA;NA;"41";"SBK";9579;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Bochow 6/7";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";"Eberhardt 2007";"Einzel-/Lesefunde";0;"nur Begehung";"Point (368448.26556701 5758782.08907216)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";79,29;NA;8,30493;4,53175;4,04463;349,9624;6;21;NA;0,87673;14,97525;0,32506;2;1;1;1,89396;1,81172;NA;368448,27;5758782,09
"490";NA;"Teltow-Fläming";"Bochow";NA;NA;NA;NA;NA;NA;"43";"Rössener";9579;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Bochow 7";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;"nur Begehung";"Point (368420 5758854)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";78,23;NA;1,00125;3,38747;3,21011;339,26407;6;21;NA;0,8775;14,17082;1,77179;2;3;4;12,64071;7,79277;NA;368420;5758854
"491";NA;"Teltow-Fläming";"Bochow";NA;NA;NA;NA;NA;NA;"44";"SBK";9587;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Bochow 15";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";"Eberhardt 2007";"Einzel-/Lesefunde";0;"nein";"Point (368451 5758612)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";80,36;NA;2,67416;5,21171;3,52291;347,62585;6;22;NA;0,86867;12,62346;1,14897;2;3;4;11,26151;8,75156;NA;368451;5758612
"492";NA;"Teltow-Fläming";"Bochow";NA;NA;NA;NA;NA;NA;"45";"Rössener";9578;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Bochow 6";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;"nur Begehung";"Point (368495 5758710)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";77,72;NA;-3,08574;2,91808;1,44401;137,00546;6;3;3;0,89781;14,62203;1,54098;2;3;3;11,8317;6,29312;NA;368495;5758710
"493";NA;"Teltow-Fläming";"Bochow";NA;NA;NA;NA;NA;NA;"46";"SBK";9578;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Bochow 6";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";"Eberhardt 2007";"Einzel-/Lesefunde";0;"nur Begehung";"Point (368495 5758710)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";77,72;NA;-3,08574;2,91808;1,44401;137,00546;6;3;3;0,89781;14,62203;1,54098;2;3;3;11,8317;6,29312;NA;368495;5758710
"494";NA;"Teltow-Fläming";"Schiaß";NA;NA;NA;NA;NA;NA;"47";"SBK";24516;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schiaß 1";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Ausgrabung";NA;"Einzel/Lesefunde";0;"nein, RKZ";"Point (373172 5791727)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";36,76;NA;4,01036;2,88357;2,71651;10,6717;2;2;2;0,87676;14,94387;2,08205;NA;NA;NA;NA;NA;NA;373172;5791727
"495";NA;"Teltow-Fläming";"Groß Kienitz";NA;NA;NA;NA;NA;NA;"48";"Rössener";24169;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Groß Kienitz 7";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Grabung";NA;"Siedlung";0;"ja! lt Cziesla richtig ne Grube";"Point (394720 5798532)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";39,7;NA;-1,73018;1,20533;0,98503;187,87099;2;2;2;0,94294;16,43134;0,84822;3;1;1;1,70118;1,4637;NA;394720;5798532
"496";NA;"Dahme-Spreewald";"Selchow";NA;NA;NA;NA;NA;NA;"49";"Rössener";10304;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Selchow 7";"ja";"Auswertung Lehmphul steht aus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Grabung";NA;"Siedlung";0;"Aufarbeitung durch Lehmphul";"Point (395673 5801359)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";43,15;NA;19,93662;3,32261;2,80556;249,81866;6;22;NA;0,88068;12,01214;0,41398;NA;NA;NA;NA;NA;NA;395673;5801359
"497";NA;"Dahme-Spreewald";"Gallun";NA;NA;NA;NA;NA;NA;"50";"Guhrau";9937;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Gallun 4";"nein";"Verbleib Berger, nicht geprüft, Angabe im BLDAM ""BKK""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (401539 5789629)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";36,84;NA;-0,50321;1,06956;0,78541;260,84842;2;2;2;0,945;17,00731;0,27171;5;0;NA;0,62724;0,5236;NA;401539;5789629
"498";NA;"Dahme-Spreewald";"Zöllmersdorf";NA;NA;NA;NA;NA;NA;"53";"SBK";0;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Zöllmersdorf";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;"Point (407952.00574054 5744887.00627957)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";72,49;NA;-12,18251;3,963;2,87328;336,49591;6;22;NA;0,83825;11,55159;2,18393;NA;NA;NA;NA;NA;NA;407952,01;5744887,01
"499";NA;"Dahme-Spreewald";"Kaden";NA;NA;NA;NA;NA;NA;"54";"SBK";11688;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Kaden 4";"ja";"Einzelfund, aber vollständig!";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Ausgrabung?";"Marschallek 1944";"Grab?";0;NA;"Point (417688 5751324)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";67,03;NA;1,63003;9,41099;7,75967;326,00873;6;22;NA;0,83558;11,63094;1,16702;NA;NA;NA;NA;NA;NA;417688;5751324
"500";NA;"Dahme-Spreewald";"Neuendorf am See";NA;NA;NA;NA;NA;NA;"55";"SBK";11326;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Neuendorf am See 6";"ja";"div. Keramik";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;NA;"Point (423196 5772466)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";44,97;NA;2,14596;1,29625;1,29883;152,7748;2;2;2;0,95921;21,18179;0,44333;5;0;1;0,67569;0,59847;NA;423196;5772466
"501";NA;"Dahme-Spreewald";"Neuendorf am See";NA;NA;NA;NA;NA;NA;"56";"Guhrau";11326;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Neuendorf am See 6";"ja";"div. Keramik";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;NA;"Point (423196 5772466)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";44,97;NA;2,14596;1,29625;1,29883;152,7748;2;2;2;0,95921;21,18179;0,44333;5;0;1;0,67569;0,59847;NA;423196;5772466
"502";NA;"Dahme-Spreewald";"Neuendorf am See";NA;NA;NA;NA;NA;NA;"57";"SBK";49204;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Neuendorf am See 13";"ja";"SBK und TBK/Rös?? Scherben";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;"keine";"Point (423296 5772886)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";45,3;NA;2,94805;0,65728;0,64703;262,74219;2;2;2;0,95082;20,6986;0,34319;5;0;1;0,67957;0,63644;NA;423296;5772886
"503";NA;"Dahme-Spreewald";"Hohenbrück";NA;NA;NA;NA;NA;NA;"58";"SBK";11208;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Hohenbrück 3";"ja";"div. Keramik";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;"nein";"Point (425075 5772716)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";45,03;NA;1,92413;1,2415;1,14865;284,1095;2;2;2;0,9351;19,74805;1,39442;5;0;1;0,90915;0,82556;NA;425075;5772716
"504";NA;"Dahme-Spreewald";"Hohenbrück";NA;NA;NA;NA;NA;NA;"59";"Guhrau";11208;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Hohenbrück 3";"ja";"div. Keramik";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;"nein";"Point (425075 5772716)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";45,03;NA;1,92413;1,2415;1,14865;284,1095;2;2;2;0,9351;19,74805;1,39442;5;0;1;0,90915;0,82556;NA;425075;5772716
"505";NA;"Dahme-Spreewald";"Steinkirchen";NA;NA;NA;NA;NA;NA;"60";"SBK";11387;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Lübben Steinkirchen 6";"ja";"einzelne sBK – Scherbe?  *SK 1969:63/2/1*, Grube 2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;NA;"Point (426035 5751224)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";49,1;0,72421;2,94459;0,1912;0,1954;299,70602;5;2;2;0,97354;20,23713;0,61572;1;NA;1;NA;0,58092;NA;426035;5751224
"506";NA;"Dahme-Spreewald";"Lübben";NA;NA;NA;NA;NA;NA;"61";"FBG";11387;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Lübben Steinkirchen 6";"ja";"FBG? Wetzel/Beran 2023";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;NA;"Point (426035 5751224)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";49,1;0,72421;2,94459;0,1912;0,1954;299,70602;5;2;2;0,97354;20,23713;0,61572;1;NA;1;NA;0,58092;NA;426035;5751224
"507";NA;"Uckermark";"Meichow";NA;NA;NA;NA;NA;NA;"64";"Rössener";40938;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Meichow 16";"nein";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Grabung";NA;"Einzel-/Lesefunde";0;"nein";"Point (430770 5894026.99999999)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";67,03;NA;-8,10944;3,12213;1,89371;275,427;6;3;3;0,84542;9,07311;3,55527;3;4;2;19,93289;4,72914;NA;430770;5894027
"508";NA;"Uckermark";"Meichow";NA;NA;NA;NA;NA;NA;"65";"Rössener";36875;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Meichow 8";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;"ja, Rössener Scherben im Kolluvium";"Point (430853 5893158)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";67,88;NA;-43,88001;4,63982;4,3455;326,49582;6;22;NA;0,89405;11,62969;0,26241;1;1;1;1,88324;1,58071;NA;430853;5893158
"509";NA;"Uckermark";"Kerkow";NA;NA;NA;NA;NA;NA;"66";"Rössener";592;"Brandenburg";"© Denkmaldaten / BLDAM 2021, Museum Angermünde";"Kerkow 1";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;NA;"Point (431111 5878261)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";52,71;NA;10,98557;13,4029;6,47451;169,13893;6;23;NA;0,7431;7,82025;1,39071;5;1;1;1,39467;1,17477;NA;431111;5878261
"510";NA;"Uckermark";"Angermünde";NA;NA;NA;NA;NA;NA;"67";"Rössener";63;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Angermünde 41";"ja";"eine einzelne Scherbe Rössen?";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;"nein";"Point (433787 5872646)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";45,3;0,67674;-3,34151;1,31654;0,88995;339,97141;3;20;NA;0,9083;15,01913;2,00468;3;3;3;12,07701;5,36356;NA;433787;5872646
"511";NA;"Uckermark";"Herzsprung";NA;NA;NA;NA;NA;NA;"68";"Rössener";543;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Herzsprung 7";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;NA;"Point (433892 5872576)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";50,81;NA;1,16443;5,90401;4,84491;340,55234;6;23;NA;0,77159;8,6705;5,54259;3;4;5;29,44406;18,25268;NA;433892;5872576
"512";NA;"Uckermark";"Gramzow";NA;NA;NA;NA;NA;NA;"69";"SBK";0;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Gramzow 23";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;"Point (434603.11697559 5897149.31951292)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";70,79;NA;-3,34434;15,84247;9,34289;284,05908;6;22;NA;0,79641;8,53556;4,87733;2;5;5;54,46648;26,48883;NA;434603,12;5897149,32
"513";NA;"Uckermark";"Grünow bei Schönermark";NA;NA;NA;NA;NA;NA;"70";"Rössener";49174;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Grünow bei Schönermark 17/18 (17)";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (438120 5886460)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";22,52;NA;0,76605;8,8838;2,17297;335,48785;6;23;NA;0,82041;8,46056;1,88827;1;5;5;43,3652;15,87924;NA;438120;5886460
"514";NA;"Uckermark";"Flemsdorf";NA;NA;NA;NA;NA;NA;"72";"Rössener";366;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Flemsdorf 6/1 (6)";"ja";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;"Notgrabung, keine Dokumentation";"Point (444009 5875992)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";44,03;4,57302;15,67964;2,99845;3,1748;115,38355;3;22;NA;0,90786;14,02012;0,66215;NA;NA;NA;NA;NA;NA;444009;5875992
"515";NA;"Uckermark";"Flemsdorf";NA;NA;NA;NA;NA;NA;"73";"SBK";366;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Flemsdorf 6/1 (6)";"ja";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Notbergung";NA;"Einzel-/Lesefunde";50;"Notbergung";"Point (444009 5875992)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";44,03;4,57302;15,67964;2,99845;3,1748;115,38355;3;22;NA;0,90786;14,02012;0,66215;NA;NA;NA;NA;NA;NA;444009;5875992
"516";NA;"Uckermark";"Berkholz zu Berkholz-Meyenburg";NA;NA;NA;NA;NA;NA;"74";"Rössener";155;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Berkholz zu Berkholz-Meyenburg 5";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;NA;"Point (445467 5879533)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";56,92;NA;5,68858;13,07981;2,13811;58,5233;6;3;3;0,79525;10,74614;2,99167;3;2;3;8,05163;7,31009;NA;445467;5879533
"517";NA;"Uckermark";"Berkholz zu Berkholz-Meyenburg";NA;NA;NA;NA;NA;NA;"75";"Rössener";158;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Berkholz zu Berkholz-Meyenburg 8";"ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Lesefunde";NA;"Einzel-/Lesefunde";0;NA;"Point (445687 5879413)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";59,97;NA;23,89894;20,34034;5,9374;165,10091;1;23;NA;0,71975;9,37372;1,92092;3;2;3;6,63303;6,47293;NA;445687;5879413
